Category,Category | Sub-Category,City,Country,Customer ID,Customer Name,Order Date,Order ID,Period,Postal Code,Product ID,Product Name,Region,Row ID,Segment,Selection,Ship Date,Ship Mode,State,Sub-Category,Type Of Area,Costs,Discount,Profit,Profitable or not?,Quantity,S C P,Sales
Office Supplies,Binders,Plantation,United States,AH-10690,Anna Häberlin,2021-12-26,CA-2015-113628,1,33317,OFF-BI-10002799,"SlimView Poly Binder, 3/8""",South,3809,Corporate,SOUTH,2022-12-16,Standard Class,Florida,Binders,,8.3916,0.7,-3.7296,No,3,4.662,4.662
Office Supplies,Binders,Tallahassee,United States,NB-18655,Nona Balk,2023-12-04,CA-2017-110310,0,32303,OFF-BI-10001097,Avery Hole Reinforcements,South,9241,Corporate,SOUTH,2020-08-14,Standard Class,Florida,Binders,,9.5319,0.7,-3.9249,No,3,5.607,5.607
Office Supplies,Binders,Greensboro,United States,EB-13975,Erica Bern,2023-05-09,US-2016-150357,0,27405,OFF-BI-10002557,Presstex Flexible Ring Binders,South,7274,Corporate,SOUTH,2021-08-01,Standard Class,North Carolina,Binders,,6.825,0.7,-2.73,No,3,4.095,
Office Supplies,Binders,Bristol,United States,MP-17965,Michael Paige,2022-02-13,CA-2016-139689,1,37620,OFF-BI-10000145,Zipper Ring Binder Pockets,South,4156,Corporate,SOUTH,2022-11-11,Standard Class,Tennessee,Binders,,4.7736,0.7,-1.9656,No,3,2.808,2.808
Office Supplies,Binders,Memphis,United States,MY-17380,Maribeth Yedwab,2023-12-05,US-2017-128118,0,38109,OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",South,9265,Corporate,SOUTH,2020-08-08,Standard Class,Tennessee,Binders,,19.455,0.7,-7.782,No,3,11.673,11.673
Office Supplies,Binders,Nashville,United States,CC-12610,Corey Catlett,2023-11-29,CA-2016-118178,0,37211,OFF-BI-10001153,Ibico Recycled Grain-Textured Covers,South,9177,Corporate,SOUTH,2020-08-27,Standard Class,Tennessee,Binders,,51.81,0.7,-20.724,No,3,31.086,31.086
Office Supplies,Binders,Greenville,United States,SM-20950,Suzanne McNair,2020-10-26,US-2016-144393,0,27834,OFF-BI-10004236,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",South,1262,Corporate,SOUTH,2023-10-22,Standard Class,North Carolina,Binders,,31.7088,0.7,-14.0928,No,4,17.616,17.616
Office Supplies,Binders,Raleigh,United States,KS-16300,Karen Seio,2022-07-19,CA-2017-155824,1,27604,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,South,4998,Corporate,SOUTH,2022-07-22,Standard Class,North Carolina,Binders,,23.1292,0.7,-10.0372,No,4,13.092,13.092
Office Supplies,Binders,Bristol,United States,MP-17965,Michael Paige,2022-02-13,CA-2016-139689,1,37620,OFF-BI-10004781,GBC Wire Binding Strips,South,4155,Corporate,SOUTH,2022-11-12,Standard Class,Tennessee,Binders,,66.0192,0.7,-27.9312,No,4,38.088,
Office Supplies,Binders,Murfreesboro,United States,ML-17395,Marina Lichtenstein,2023-09-10,CA-2015-120845,0,37130,OFF-BI-10001116,"Wilson Jones 1"" Hanging DublLock Ring Binders",South,8214,Corporate,SOUTH,2021-01-04,Standard Class,Tennessee,Binders,,10.9824,0.7,-4.6464,No,4,6.336,6.336
Office Supplies,Binders,Miami,United States,CP-12340,Christine Phan,2022-11-30,CA-2015-105571,1,33142,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,South,6049,Corporate,SOUTH,2022-01-09,Standard Class,Florida,Binders,,2377.0235,0.7,-1031.5385,No,5,1345.485,
Office Supplies,Binders,Greensboro,United States,BW-11110,Bart Watters,2023-12-17,CA-2017-151855,0,27405,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",South,9458,Corporate,SOUTH,2020-06-27,Standard Class,North Carolina,Binders,,22.11,0.7,-10.05,No,5,12.06,12.06
Office Supplies,Binders,Chattanooga,United States,CS-12175,Charles Sheldon,2023-10-21,CA-2017-161592,0,37421,OFF-BI-10003669,3M Organizer Strips,South,8738,Corporate,SOUTH,2020-10-30,Standard Class,Tennessee,Binders,,14.04,0.7,-5.94,No,5,8.1,8.1
Office Supplies,Binders,Apopka,United States,RP-19855,Roy Phan,2021-01-15,US-2016-150567,0,32712,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",South,1908,Corporate,SOUTH,2023-08-26,Standard Class,Florida,Binders,,48.6324,0.7,-21.6144,No,6,27.018,27.018
Office Supplies,Binders,Deltona,United States,LW-16825,Laurel Workman,2020-11-06,CA-2014-160773,0,32725,OFF-BI-10000546,Avery Durable Binders,South,1320,Corporate,SOUTH,2023-10-19,Standard Class,Florida,Binders,,8.8128,0.7,-3.6288,No,6,5.184,5.184
Office Supplies,Binders,Palm Coast,United States,AJ-10780,Anthony Jacobs,2021-08-27,CA-2016-123617,0,32137,OFF-BI-10002976,ACCOHIDE Binder by Acco,South,2850,Corporate,SOUTH,2023-04-23,Standard Class,Florida,Binders,,13.1334,0.7,-5.6994,No,6,7.434,7.434
Office Supplies,Binders,Jacksonville,United States,NS-18640,Noel Staavos,2023-10-14,CA-2015-108259,0,28540,OFF-BI-10000315,Poly Designer Cover & Back,South,8645,Corporate,SOUTH,2020-11-14,Standard Class,North Carolina,Binders,,69.1236,0.7,-29.2446,No,7,39.879,39.879
Office Supplies,Binders,Jacksonville,United States,MK-17905,Michael Kennedy,2022-06-22,US-2016-148901,1,32216,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,South,4803,Corporate,SOUTH,2022-08-20,Standard Class,Florida,Binders,,23.2128,0.7,-9.8208,No,8,13.392,13.392
Office Supplies,Binders,Jacksonville,United States,CK-12760,Cyma Kinney,2021-01-11,US-2017-166611,0,32216,OFF-BI-10001191,Canvas Sectional Post Binders,South,1880,Corporate,SOUTH,2023-08-31,Standard Class,Florida,Binders,,116.8614,0.7,-48.1194,No,9,68.742,
Office Supplies,Binders,Miami,United States,CP-12340,Christine Phan,2022-11-30,CA-2015-105571,1,33142,OFF-BI-10003305,Avery Hanging File Binders,South,6048,Corporate,SOUTH,2022-01-09,Standard Class,Florida,Binders,,29.0628,0.7,-12.9168,No,9,16.146,16.146
Office Supplies,Binders,Orlando,United States,RF-19345,Randy Ferguson,2023-06-21,CA-2014-148425,0,32839,OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",South,7616,Corporate,SOUTH,2021-05-21,Standard Class,Florida,Binders,,11.07,0.7,-4.428,No,9,6.642,6.642
Office Supplies,Appliances,San Francisco,United States,CS-12175,Charles Sheldon,2022-11-05,CA-2017-117632,1,94122,OFF-AP-10004868,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,West,5822,Corporate,WEST,2022-02-23,Standard Class,California,Appliances,,5.6721,0.0,2.0979,Yes,1,7.77,
Office Supplies,Art,Huntington Beach,United States,DK-13225,Dean Katz,2021-01-13,CA-2014-157623,0,92646,OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,West,1892,Corporate,WEST,2023-08-29,Standard Class,California,Art,,2.1294,0.0,1.2506,Yes,1,3.38,
Office Supplies,Art,Long Beach,United States,TH-21235,Tiffany House,2022-10-12,US-2014-134187,1,90805,OFF-AR-10000940,Newell 343,West,5654,Corporate,WEST,2022-04-07,Standard Class,California,Art,,2.1462,0.0,0.7938,Yes,1,2.94,2.94
Office Supplies,Envelopes,San Francisco,United States,LS-16945,Linda Southworth,2022-11-13,CA-2017-108000,1,94110,OFF-EN-10002621,Staple envelope,West,5900,Corporate,WEST,2022-01-27,Standard Class,California,Envelopes,,4.89,0.0,4.89,Yes,1,9.78,
Office Supplies,Labels,Roseville,United States,DK-12835,Damala Kotsonis,2023-01-10,CA-2016-160941,1,95661,OFF-LA-10003766,Self-Adhesive Removable Labels,West,6561,Corporate,WEST,2021-11-23,Standard Class,California,Labels,,1.638,0.0,1.512,Yes,1,3.15,3.15
Office Supplies,Paper,Los Angeles,United States,AY-10555,Andy Yotov,2022-11-28,CA-2014-102652,1,90049,OFF-PA-10001977,Xerox 194,West,6019,Corporate,WEST,2022-01-13,Standard Class,California,Paper,,28.8496,0.0,26.6304,Yes,1,55.48,55.48
Office Supplies,Paper,Seattle,United States,CS-12250,Chris Selesnick,2022-12-25,CA-2017-139080,1,98103,OFF-PA-10002262,Xerox 192,West,6359,Corporate,WEST,2021-12-15,Standard Class,Washington,Paper,,3.3696,0.0,3.1104,Yes,1,6.48,6.48
Office Supplies,Paper,Seattle,United States,EH-13765,Edward Hooks,2022-07-05,CA-2016-135776,1,98103,OFF-PA-10004327,Xerox 1911,West,4895,Corporate,WEST,2022-08-11,Standard Class,Washington,Paper,,24.908,0.0,22.992,Yes,1,47.9,47.9
Office Supplies,Storage,Los Angeles,United States,JC-16105,Julie Creighton,2020-10-28,US-2014-167738,0,90045,OFF-ST-10003306,Letter Size Cart,West,1267,Corporate,WEST,2023-10-22,Standard Class,California,Storage,,101.4306,0.0,41.4294,Yes,1,142.86,142.86
Office Supplies,Storage,San Francisco,United States,DM-13345,Denise Monton,2022-09-24,CA-2017-108854,1,94109,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",West,5411,Corporate,WEST,2022-05-22,Standard Class,California,Storage,,31.6424,0.0,11.1176,Yes,1,42.76,42.76
Office Supplies,Storage,San Francisco,United States,MH-17620,Matt Hagelstein,2021-04-14,CA-2017-130841,0,94110,OFF-ST-10001580,Super Decoflex Portable Personal File,West,2220,Corporate,WEST,2023-07-16,Standard Class,California,Storage,,10.7856,0.0,4.1944,Yes,1,14.98,14.98
Office Supplies,Storage,San Francisco,United States,DS-13180,David Smith,2022-05-28,CA-2015-130456,1,94122,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,West,4635,Corporate,WEST,2022-09-23,Standard Class,California,Storage,,77.7408,0.0,3.2392,Yes,1,80.98,80.98
Office Supplies,Supplies,Anaheim,United States,CA-12310,Christine Abelman,2022-07-05,CA-2017-120936,1,92804,OFF-SU-10002557,Fiskars Spring-Action Scissors,West,4902,Corporate,WEST,2022-08-10,Standard Class,California,Supplies,,10.3452,0.0,3.6348,Yes,1,13.98,13.98
Office Supplies,Appliances,Fresno,United States,LS-17200,Luke Schmidt,2023-10-11,CA-2014-141110,0,93727,OFF-AP-10000692,Fellowes Mighty 8 Compact Surge Protector,West,8601,Corporate,WEST,2020-11-26,Standard Class,California,Appliances,,29.1888,0.0,11.3512,Yes,2,40.54,40.54
Office Supplies,Appliances,Los Angeles,United States,MC-18130,Mike Caudle,2022-05-21,CA-2016-129868,1,90004,OFF-AP-10004052,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",West,4594,Corporate,WEST,2022-09-26,Standard Class,California,Appliances,,5.846,0.0,2.054,Yes,2,7.9,7.9
Office Supplies,Appliances,Los Angeles,United States,BT-11395,Bill Tyler,2022-08-15,US-2015-120502,1,90036,OFF-AP-10004980,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,West,5181,Corporate,WEST,2022-06-27,Standard Class,California,Appliances,,46.2624,0.0,29.5776,Yes,2,75.84,75.84
Office Supplies,Appliances,Seattle,United States,ML-17395,Marina Lichtenstein,2024-01-03,CA-2014-121762,0,98103,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,West,9763,Corporate,WEST,2020-04-16,Standard Class,Washington,Appliances,,59.0112,0.0,22.9488,Yes,2,81.96,81.96
Office Supplies,Art,Lodi,United States,EH-13765,Edward Hooks,2024-01-11,CA-2014-142979,0,95240,OFF-AR-10002987,Prismacolor Color Pencil Set,West,9850,Corporate,WEST,2020-03-30,Standard Class,California,Art,,23.4112,0.0,16.2688,Yes,2,39.68,39.68
Office Supplies,Art,Los Angeles,United States,EA-14035,Erin Ashbrook,2022-10-01,CA-2017-154501,1,90008,OFF-AR-10002804,Faber Castell Col-Erase Pencils,West,5526,Corporate,WEST,2022-05-05,Standard Class,California,Art,,5.7702,0.0,4.0098,Yes,2,9.78,9.78
Office Supplies,Art,Los Angeles,United States,DP-13105,Dave Poirier,2023-02-06,CA-2017-102974,0,90032,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,West,6722,Corporate,WEST,2021-10-24,Standard Class,California,Art,,17.2568,0.0,6.0632,Yes,2,23.32,
Office Supplies,Art,Los Angeles,United States,GB-14530,George Bell,2021-12-21,CA-2015-167745,1,90049,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",West,3759,Corporate,WEST,2022-12-19,Standard Class,California,Art,,6.1904,0.0,5.4896,Yes,2,11.68,11.68
Office Supplies,Art,Los Angeles,United States,PW-19030,Pauline Webber,2023-12-26,CA-2016-140256,0,90049,OFF-AR-10002255,Newell 346,West,9617,Corporate,WEST,2020-05-15,Standard Class,California,Art,,4.0896,0.0,1.6704,Yes,2,5.76,5.76
Office Supplies,Art,San Francisco,United States,SP-20620,Stefania Perrino,2021-11-25,CA-2016-131289,1,94110,OFF-AR-10003056,Newell 341,West,3479,Corporate,WEST,2023-01-10,Standard Class,California,Art,,6.0776,0.0,2.4824,Yes,2,8.56,
Office Supplies,Art,San Francisco,United States,AG-10300,Aleksandra Gannaway,2021-12-05,CA-2017-161823,1,94122,OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",West,3587,Corporate,WEST,2023-01-02,Standard Class,California,Art,,4.2912,0.0,1.6688,Yes,2,5.96,5.96
Office Supplies,Art,Reno,United States,KL-16555,Kelly Lampkin,2020-10-13,CA-2017-160395,0,89502,OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",West,1153,Corporate,WEST,2023-11-03,Standard Class,Nevada,Art,,2.002,0.0,1.638,Yes,2,3.64,3.64
Office Supplies,Art,Orem,United States,SV-20815,Stuart Van,2023-07-04,CA-2017-100237,0,84057,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,West,7708,Corporate,WEST,2021-05-02,Standard Class,Utah,Art,,7.4752,0.0,4.2048,Yes,2,11.68,11.68
Office Supplies,Art,Seattle,United States,EH-13765,Edward Hooks,2022-07-05,CA-2016-135776,1,98103,OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",West,4893,Corporate,WEST,2022-08-12,Standard Class,Washington,Art,,3.024,0.0,1.176,Yes,2,4.2,4.2
Office Supplies,Art,Seattle,United States,FM-14215,Filia McAdams,2022-07-10,CA-2017-143651,1,98103,OFF-AR-10001446,Newell 309,West,4932,Corporate,WEST,2022-08-04,Standard Class,Washington,Art,,16.17,0.0,6.93,Yes,2,23.1,23.1
Office Supplies,Envelopes,Brentwood,United States,RW-19540,Rick Wilson,2023-07-31,CA-2017-166093,0,94513,OFF-EN-10003134,Staple envelope,West,7934,Corporate,WEST,2021-03-05,Standard Class,California,Envelopes,,11.68,0.0,11.68,Yes,2,23.36,23.36
Office Supplies,Envelopes,Los Angeles,United States,LS-16945,Linda Southworth,2023-03-26,CA-2015-115420,0,90004,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,West,6956,Corporate,WEST,2021-10-03,Standard Class,California,Envelopes,,11.5236,0.0,9.8164,Yes,2,21.34,21.34
Office Supplies,Envelopes,Los Angeles,United States,KE-16420,Katrina Edelman,2024-01-14,CA-2014-112291,0,90008,OFF-EN-10001415,Staple envelope,West,9884,Corporate,WEST,2020-03-13,Standard Class,California,Envelopes,,5.58,0.0,5.58,Yes,2,11.16,11.16
Office Supplies,Envelopes,Seattle,United States,EH-13765,Edward Hooks,2022-07-05,CA-2016-135776,1,98103,OFF-EN-10004773,Staple envelope,West,4896,Corporate,WEST,2022-08-11,Standard Class,Washington,Envelopes,,31.5996,0.0,30.3604,Yes,2,61.96,61.96
Office Supplies,Labels,Huntington Beach,United States,AH-10075,Adam Hart,2022-07-17,CA-2014-160066,1,92646,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,West,4983,Corporate,WEST,2022-07-24,Standard Class,California,Labels,,2.8188,0.0,2.4012,Yes,2,5.22,5.22
Office Supplies,Labels,Rancho Cucamonga,United States,MY-17380,Maribeth Yedwab,2021-03-09,CA-2015-139290,0,91730,OFF-LA-10004008,Avery 507,West,2090,Corporate,WEST,2023-08-01,Standard Class,California,Labels,,3.1104,0.0,2.6496,Yes,2,5.76,5.76
Office Supplies,Labels,Seattle,United States,SH-19975,Sally Hughsby,2023-07-19,CA-2015-149083,0,98103,OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",West,7838,Corporate,WEST,2021-04-03,Standard Class,Washington,Labels,,6.804,0.0,5.796,Yes,2,12.6,12.6
Office Supplies,Paper,Bakersfield,United States,FM-14215,Filia McAdams,2022-05-05,CA-2016-124814,1,93309,OFF-PA-10002787,Xerox 227,West,4500,Corporate,WEST,2022-10-02,Standard Class,California,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,
Office Supplies,Paper,Brentwood,United States,RW-19540,Rick Wilson,2023-08-01,CA-2017-166093,0,94513,OFF-PA-10003893,Xerox 1962,West,7936,Corporate,WEST,2021-03-02,Standard Class,California,Paper,,4.708,0.0,3.852,Yes,2,8.56,8.56
Office Supplies,Paper,Huntington Beach,United States,DK-13225,Dean Katz,2021-01-13,CA-2014-157623,0,92646,OFF-PA-10001204,Xerox 1972,West,1891,Corporate,WEST,2023-08-29,Standard Class,California,Paper,,5.808,0.0,4.752,Yes,2,10.56,10.56
Office Supplies,Paper,Los Angeles,United States,AH-10030,Aaron Hawkins,2022-09-18,CA-2014-113768,1,90004,OFF-PA-10003063,EcoTones Memo Sheets,West,5356,Corporate,WEST,2022-05-31,Standard Class,California,Paper,,4.16,0.0,3.84,Yes,2,8.0,8.0
Office Supplies,Paper,Los Angeles,United States,AJ-10780,Anthony Jacobs,2023-11-22,CA-2015-165554,0,90004,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",West,9051,Corporate,WEST,2020-09-20,Standard Class,California,Paper,,5.5386,0.0,5.3214,Yes,2,10.86,
Office Supplies,Paper,Los Angeles,United States,MC-18130,Mike Caudle,2022-05-10,CA-2015-163104,1,90004,OFF-PA-10001947,Xerox 1974,West,4535,Corporate,WEST,2022-09-30,Standard Class,California,Paper,,6.0996,0.0,5.8604,Yes,2,11.96,11.96
Office Supplies,Paper,Los Angeles,United States,SC-20230,Scot Coram,2023-03-04,US-2016-126452,0,90004,OFF-PA-10003848,Xerox 1997,West,6870,Corporate,WEST,2021-10-12,Standard Class,California,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,12.96
Office Supplies,Paper,Los Angeles,United States,SS-20140,Saphhira Shifley,2022-12-05,CA-2017-145772,1,90036,OFF-PA-10001593,Xerox 1947,West,6126,Corporate,WEST,2022-01-02,Standard Class,California,Paper,,6.578,0.0,5.382,Yes,2,11.96,11.96
Office Supplies,Paper,Pasadena,United States,EA-14035,Erin Ashbrook,2023-09-12,CA-2016-104633,0,91104,OFF-PA-10004782,Xerox 228,West,8225,Corporate,WEST,2021-01-01,Standard Class,California,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,
Office Supplies,Paper,San Diego,United States,HG-14965,Henry Goldwyn,2023-11-12,CA-2014-126480,0,92024,OFF-PA-10004610,Xerox 1900,West,8956,Corporate,WEST,2020-10-05,Standard Class,California,Paper,,4.708,0.0,3.852,Yes,2,8.56,8.56
Office Supplies,Paper,San Francisco,United States,DW-13585,Dorothy Wardle,2022-10-18,CA-2016-165820,1,94109,OFF-PA-10004735,Xerox 1905,West,5724,Corporate,WEST,2022-03-28,Standard Class,California,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,12.96
Office Supplies,Paper,San Francisco,United States,GR-14560,Georgia Rosenberg,2022-05-05,CA-2014-103401,1,94110,OFF-PA-10003309,Xerox 211,West,4499,Corporate,WEST,2022-10-02,Standard Class,California,Paper,,6.7392,0.0,6.2208,Yes,2,12.96,12.96
Office Supplies,Paper,San Francisco,United States,GM-14695,Greg Maxwell,2021-11-16,CA-2016-100244,1,94122,OFF-PA-10002319,Xerox 1944,West,3414,Corporate,WEST,2023-01-17,Standard Class,California,Paper,,39.5352,0.0,37.9848,Yes,2,77.52,
Office Supplies,Paper,Seattle,United States,EH-13765,Edward Hooks,2022-07-05,CA-2016-135776,1,98103,OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,West,4892,Corporate,WEST,2022-08-12,Standard Class,Washington,Paper,,19.7288,0.0,18.2112,Yes,2,37.94,37.94
Office Supplies,Storage,Coachella,United States,MC-17590,Matt Collister,2021-05-23,CA-2017-159597,0,92236,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",West,2420,Corporate,WEST,2023-06-18,Standard Class,California,Storage,,60.382,0.0,3.178,Yes,2,63.56,63.56
Office Supplies,Storage,Los Angeles,United States,FH-14365,Fred Hopkins,2022-12-03,CA-2017-121398,1,90008,OFF-ST-10002756,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,6076,Corporate,WEST,2022-01-07,Standard Class,California,Storage,,267.9138,0.0,2.7062,Yes,2,270.62,270.62
Office Supplies,Storage,Los Angeles,United States,KD-16615,Ken Dana,2024-01-02,CA-2017-129294,0,90032,OFF-ST-10002615,"Dual Level, Single-Width Filing Carts",West,9738,Corporate,WEST,2020-04-22,Standard Class,California,Storage,,229.4888,0.0,80.6312,Yes,2,310.12,
Office Supplies,Storage,Los Angeles,United States,YS-21880,Yana Sorensen,2023-06-15,CA-2015-129532,0,90036,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",West,7575,Corporate,WEST,2021-05-28,Standard Class,California,Storage,,217.5208,0.0,4.4392,Yes,2,221.96,221.96
Office Supplies,Storage,Los Angeles,United States,TT-21265,Tim Taslimi,2021-07-10,CA-2015-162369,0,90045,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,2637,Corporate,WEST,2023-05-24,Standard Class,California,Storage,,261.711,0.0,61.389,Yes,2,323.1,323.1
Office Supplies,Storage,Los Angeles,United States,JB-15400,Jennifer Braxton,2023-12-23,CA-2016-101189,0,90049,OFF-ST-10004180,Safco Commercial Shelving,West,9521,Corporate,WEST,2020-06-11,Standard Class,California,Storage,,89.2992,0.0,3.7208,Yes,2,93.02,93.02
Office Supplies,Storage,San Diego,United States,CS-12250,Chris Selesnick,2022-09-28,CA-2017-105487,1,92105,OFF-ST-10002301,Tennsco Commercial Shelving,West,5484,Corporate,WEST,2022-05-10,Standard Class,California,Storage,,40.2732,0.0,0.4068,Yes,2,40.68,40.68
Office Supplies,Storage,San Francisco,United States,AH-10030,Aaron Hawkins,2023-12-31,CA-2015-130113,0,94122,OFF-ST-10000046,Fellowes Super Stor/Drawer Files,West,9680,Corporate,WEST,2020-05-01,Standard Class,California,Storage,,261.711,0.0,61.389,Yes,2,323.1,
Office Supplies,Storage,Seattle,United States,EH-13765,Edward Hooks,2022-07-05,CA-2016-135776,1,98103,OFF-ST-10002743,SAFCO Boltless Steel Shelving,West,4894,Corporate,WEST,2022-08-12,Standard Class,Washington,Storage,,225.0072,0.0,2.2728,Yes,2,227.28,227.28
Office Supplies,Storage,Seattle,United States,HR-14830,Harold Ryan,2020-10-16,CA-2014-127131,0,98103,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",West,1188,Corporate,WEST,2023-10-30,Standard Class,Washington,Storage,,144.2334,0.0,53.3466,Yes,2,197.58,197.58
Office Supplies,Supplies,Los Angeles,United States,MC-18130,Mike Caudle,2022-05-18,CA-2016-129868,1,90004,OFF-SU-10000952,Fiskars Home & Office Scissors,West,4591,Corporate,WEST,2022-09-26,Standard Class,California,Supplies,,12.7872,0.0,4.9728,Yes,2,17.76,
Office Supplies,Supplies,Los Angeles,United States,GB-14530,George Bell,2021-12-21,CA-2015-167745,1,90049,OFF-SU-10004782,"Elite 5"" Scissors",West,3760,Corporate,WEST,2022-12-19,Standard Class,California,Supplies,,11.83,0.0,5.07,Yes,2,16.9,
Office Supplies,Supplies,San Francisco,United States,CS-12175,Charles Sheldon,2022-11-03,CA-2017-117632,1,94122,OFF-SU-10000157,Compact Automatic Electric Letter Opener,West,5821,Corporate,WEST,2022-02-24,Standard Class,California,Supplies,,233.8476,0.0,4.7724,Yes,2,238.62,238.62
Office Supplies,Supplies,Seattle,United States,ML-17395,Marina Lichtenstein,2024-01-03,CA-2014-121762,0,98103,OFF-SU-10000157,Compact Automatic Electric Letter Opener,West,9764,Corporate,WEST,2020-04-16,Standard Class,Washington,Supplies,,233.8476,0.0,4.7724,Yes,2,238.62,238.62
Office Supplies,Appliances,Los Angeles,United States,KD-16615,Ken Dana,2024-01-02,CA-2017-129294,0,90032,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,West,9741,Corporate,WEST,2020-04-21,Standard Class,California,Appliances,,85.8087,0.0,54.8613,Yes,3,140.67,140.67
Office Supplies,Appliances,Los Angeles,United States,RP-19855,Roy Phan,2023-12-17,CA-2015-129546,0,90032,OFF-AP-10002495,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",West,9452,Corporate,WEST,2020-06-28,Standard Class,California,Appliances,,130.305,0.0,55.845,Yes,3,186.15,186.15
Office Supplies,Appliances,San Jose,United States,KD-16495,Keith Dawkins,2022-11-15,US-2016-113985,1,95123,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",West,5909,Corporate,WEST,2022-01-25,Standard Class,California,Appliances,,32.835,0.0,26.865,Yes,3,59.7,59.7
Office Supplies,Appliances,San Jose,United States,KD-16495,Keith Dawkins,2023-12-25,CA-2017-104619,0,95123,OFF-AP-10001492,"Acco Six-Outlet Power Strip, 4' Cord Length",West,9596,Corporate,WEST,2020-05-23,Standard Class,California,Appliances,,19.1364,0.0,6.7236,Yes,3,25.86,25.86
Office Supplies,Art,Los Angeles,United States,MC-18130,Mike Caudle,2022-05-21,CA-2016-129868,1,90004,OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,West,4596,Corporate,WEST,2022-09-26,Standard Class,California,Art,,38.8584,0.0,15.1116,Yes,3,53.97,53.97
Office Supplies,Art,Los Angeles,United States,DP-13105,Dave Poirier,2023-02-06,CA-2017-102974,0,90032,OFF-AR-10004956,Newell 33,West,6723,Corporate,WEST,2021-10-24,Standard Class,California,Art,,11.8854,0.0,4.8546,Yes,3,16.74,
Office Supplies,Art,Los Angeles,United States,FM-14215,Filia McAdams,2021-01-10,CA-2014-114643,0,90032,OFF-AR-10003631,Staples in misc. colors,West,1856,Corporate,WEST,2023-09-04,Standard Class,California,Art,,9.7284,0.0,4.7916,Yes,3,14.52,14.52
Office Supplies,Art,Los Angeles,United States,GG-14650,Greg Guthrie,2021-03-01,CA-2014-106439,0,90049,OFF-AR-10001419,Newell 325,West,2068,Corporate,WEST,2023-08-04,Standard Class,California,Art,,8.673,0.0,3.717,Yes,3,12.39,
Office Supplies,Art,San Diego,United States,BW-11110,Bart Watters,2023-07-19,CA-2015-137302,0,92105,OFF-AR-10000588,Newell 345,West,7830,Corporate,WEST,2021-04-09,Standard Class,California,Art,,44.0448,0.0,15.4752,Yes,3,59.52,59.52
Office Supplies,Art,San Francisco,United States,KB-16585,Ken Black,2023-01-15,CA-2015-103716,1,94110,OFF-AR-10000658,Newell 324,West,6592,Corporate,WEST,2021-11-18,Standard Class,California,Art,,24.948,0.0,9.702,Yes,3,34.65,34.65
