Row_ID,Order_Date,Category,City,Country,Customer_ID,Customer_Name,Order_ID,Period,Postal_Code,Product_ID,Product Name,Region,Segment,Selection,Ship_Date,Ship_Mode,State,Sub_Category,Costs,Discount,Profit,Profitable?,Quantity,SCP,Sales
2710,2021-07-24,Technology,Los Angeles,United States,CC-12145,Charles Crestani,CA-2015-121797,0,90049,TEC-MA-10000488,Bady BDG101FRU Card Printer,West,Consumer,WEST,2023-05-15,Standard Class,California,Machines,1703.979,0.2,215.997,Yes,3,1919.976,1919.976
5781,2022-10-26,Technology,Los Angeles,United States,JD-15790,John Dryer,US-2015-159513,1,90049,TEC-MA-10003329,"Vtech AT&T CL2940 Corded Speakerphone, Black",West,Consumer,WEST,2022-03-04,Standard Class,California,Machines,47.684,0.2,24.292,Yes,3,71.976,71.976
6609,2023-01-16,Technology,Santa Ana,United States,SV-20785,Stewart Visinsky,CA-2016-148852,1,92704,TEC-MA-10002428,Fellowes Powershred HS-440 4-Sheet High Security Shredder,West,Consumer,WEST,2021-11-15,Standard Class,California,Machines,255.734,0.2,116.242,Yes,3,371.976,371.976
3113,2021-10-07,Technology,Seattle,United States,MS-17770,Maxwell Schwartz,CA-2016-150350,0,98105,TEC-MA-10001972,Okidata C331dn Printer,West,Consumer,WEST,2023-03-14,Standard Class,Washington,Machines,774.78,0.2,62.82,Yes,3,837.6,837.6
2822,2021-08-17,Technology,Anaheim,United States,BD-11620,Brian DeCherney,CA-2017-100202,0,92804,TEC-PH-10002563,Adtran 1202752G1,West,Consumer,WEST,2023-04-25,Standard Class,California,Phones,279.698,0.2,22.678,Yes,3,302.376,360.541
9701,2024-01-01,Technology,Inglewood,United States,KM-16660,Khloe Miller,CA-2017-154116,0,90301,TEC-PH-10000675,Panasonic KX TS3282B Corded phone,West,Consumer,WEST,2020-04-29,Standard Class,California,Phones,182.018,0.2,14.758,Yes,3,196.776,196.776
6706,2023-01-30,Technology,Long Beach,United States,CS-12355,Christine Sundaresam,CA-2015-139164,0,90805,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,West,Consumer,WEST,2021-10-26,Standard Class,California,Phones,134.978,0.2,8.998,Yes,3,143.976,143.976
8897,2023-11-04,Technology,Los Angeles,United States,BD-11320,Bill Donatelli,CA-2016-167241,0,90004,TEC-PH-10004614,AT&T 841000 Phone,West,Consumer,WEST,2020-10-11,Standard Class,California,Phones,155.25,0.2,10.35,Yes,3,165.6,165.6
6293,2022-12-19,Technology,Los Angeles,United States,AZ-10750,Annie Zypern,CA-2015-151253,1,90008,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",West,Consumer,WEST,2021-12-19,Standard Class,California,Phones,81.008,0.2,7.768,Yes,3,88.776,88.776
1927,2021-01-17,Technology,Los Angeles,United States,GM-14680,Greg Matthias,US-2016-139710,0,90045,TEC-PH-10001198,Avaya 4621SW VoIP phone,West,Consumer,WEST,2023-08-24,Standard Class,California,Phones,157.514,0.2,19.966,Yes,3,177.48,360.541
1659,2020-12-16,Technology,Los Angeles,United States,TH-21100,Thea Hendricks,CA-2017-161809,0,90045,TEC-PH-10004922,RCA Visys Integrated PBX 8-Line Router,West,Consumer,WEST,2023-09-29,Standard Class,California,Phones,150.728,0.2,10.048,Yes,3,160.776,160.776
8059,2023-08-18,Technology,Los Angeles,United States,CB-12025,Cassandra Brandow,CA-2015-121188,0,90049,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,West,Consumer,WEST,2021-01-22,Standard Class,California,Phones,28.064,0.2,15.112,Yes,3,43.176,360.541
6013,2022-11-28,Technology,Los Angeles,United States,CL-12565,Clay Ludtke,CA-2015-135580,1,90049,TEC-PH-10004345,Cisco SPA 502G IP Phone,West,Consumer,WEST,2022-01-14,Standard Class,California,Phones,251.895,0.2,35.985,Yes,3,287.88,287.88
1879,2021-01-11,Technology,Los Angeles,United States,JG-15160,James Galang,CA-2017-118885,0,90049,TEC-PH-10002563,Adtran 1202752G1,West,Consumer,WEST,2023-08-31,Standard Class,California,Phones,279.698,0.2,22.678,Yes,3,302.376,360.541
5766,2022-10-24,Technology,Redding,United States,EB-13870,Emily Burns,US-2014-126340,1,96003,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,West,Consumer,WEST,2022-03-14,Standard Class,California,Phones,308.558,0.2,25.018,Yes,3,333.576,333.576
7224,2023-05-01,Technology,San Francisco,United States,RB-19360,Raymond Buch,CA-2016-109953,0,94122,TEC-PH-10004093,Panasonic Kx-TS550,West,Consumer,WEST,2021-08-08,Standard Class,California,Phones,97.959,0.2,12.417,Yes,3,110.376,110.376
2409,2021-05-22,Technology,San Francisco,United States,TM-21010,Tamara Manning,CA-2017-144589,0,94122,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,West,Consumer,WEST,2023-06-21,Standard Class,California,Phones,229.485,0.2,130.491,Yes,3,359.976,359.976
9180,2023-11-29,Technology,Westminster,United States,JL-15505,Jeremy Lonsdale,CA-2017-156776,0,92683,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,West,Consumer,WEST,2020-08-24,Standard Class,California,Phones,663.638,0.2,44.242,Yes,3,707.88,707.88
7502,2023-06-06,Technology,Westminster,United States,TC-21295,Toby Carlisle,CA-2017-121048,0,92683,TEC-PH-10004977,GE 30524EE4,West,Consumer,WEST,2021-06-17,Standard Class,California,Phones,417.459,0.2,52.917,Yes,3,470.376,360.541
2693,2021-07-20,Technology,Englewood,United States,CS-12130,Chad Sievert,US-2016-144211,0,80112,TEC-PH-10002890,AT&T 17929 Lendline Telephone,West,Consumer,WEST,2023-05-16,Standard Class,Colorado,Phones,100.433,0.2,8.143,Yes,3,108.576,108.576
2833,2021-08-22,Technology,Portland,United States,ND-18370,Natalie DeCherney,CA-2014-148915,0,97206,TEC-PH-10000673,Plantronics Voyager Pro HD - Bluetooth Headset,West,Consumer,WEST,2023-04-24,Standard Class,Oregon,Phones,101.384,0.2,54.592,Yes,3,155.976,155.976
3667,2021-12-13,Technology,Salem,United States,TB-21250,Tim Brockman,CA-2014-129364,1,97301,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,West,Consumer,WEST,2022-12-26,Standard Class,Oregon,Phones,32.925,0.2,19.755,Yes,3,52.68,52.68
5367,2022-09-19,Technology,Seattle,United States,BD-11320,Bill Donatelli,CA-2017-158071,1,98103,TEC-PH-10002923,"Logitech B530 USB Headset - headset - Full size, Binaural",West,Consumer,WEST,2022-05-31,Standard Class,Washington,Phones,81.008,0.2,7.768,Yes,3,88.776,88.776
2935,2021-09-12,Technology,Seattle,United States,GT-14710,Greg Tran,US-2016-169040,0,98105,TEC-PH-10002834,Google Nexus 5,West,Consumer,WEST,2023-04-14,Standard Class,Washington,Phones,404.978,0.2,26.998,Yes,3,431.976,431.976
9196,2023-11-30,Technology,Avondale,United States,PB-19150,Philip Brown,CA-2014-146843,0,85323,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",West,Consumer,WEST,2020-08-20,Standard Class,Arizona,Accessories,118.854,0.2,-16.614,No,4,102.24,214.322
9436,2023-12-16,Technology,Peoria,United States,SC-20725,Steven Cartwright,CA-2015-119627,0,85345,TEC-AC-10001142,First Data FD10 PIN Pad,West,Consumer,WEST,2020-06-29,Standard Class,Arizona,Accessories,284.4,0.2,-31.6,No,4,252.8,214.322
4788,2022-06-20,Technology,Colorado Springs,United States,IM-15070,Irene Maddox,CA-2015-104346,1,80906,TEC-AC-10004396,Logitech Keyboard K120,West,Consumer,WEST,2022-08-23,Standard Class,Colorado,Accessories,64.614,0.2,-6.534,No,4,58.08,58.08
8465,2023-10-02,Technology,Louisville,United States,AB-10165,Alan Barnes,CA-2015-144043,0,80027,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,West,Consumer,WEST,2020-12-08,Standard Class,Colorado,Accessories,49.606,0.2,-2.918,No,4,46.688,46.688
4313,2022-03-31,Technology,Los Angeles,United States,WB-21850,William Brown,CA-2014-125829,1,90045,TEC-MA-10003246,Hewlett-Packard Deskjet D4360 Printer,West,Consumer,WEST,2022-10-19,Standard Class,California,Machines,307.978,0.2,139.99,Yes,4,447.968,447.968
3533,2021-11-30,Technology,Los Angeles,United States,JL-15835,John Lee,CA-2014-110849,1,90049,TEC-MA-10002859,Ativa MDM8000 8-Sheet Micro-Cut Shredder,West,Consumer,WEST,2023-01-04,Standard Class,California,Machines,190.779,0.2,97.189,Yes,4,287.968,287.968
7694,2023-07-03,Technology,Brentwood,United States,AI-10855,Arianne Irving,CA-2014-102330,0,94513,TEC-PH-10001051,HTC One,West,Consumer,WEST,2021-05-07,Standard Class,California,Phones,283.972,0.2,35.996,Yes,4,319.968,319.968
5943,2022-11-20,Technology,Los Angeles,United States,VG-21790,Vivek Gonzalez,CA-2016-151092,1,90032,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,West,Consumer,WEST,2022-01-22,Standard Class,California,Phones,192.691,0.2,18.477,Yes,4,211.168,211.168
5838,2022-11-05,Technology,Los Angeles,United States,DO-13645,Doug O'Connell,CA-2017-133207,1,90036,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,West,Consumer,WEST,2022-02-19,Standard Class,California,Phones,51.811,0.2,5.757,Yes,4,57.568,57.568
9235,2023-12-04,Technology,Los Angeles,United States,LR-16915,Lena Radford,CA-2016-126732,0,90036,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,West,Consumer,WEST,2020-08-15,Standard Class,California,Phones,1022.97,0.2,68.198,Yes,4,1091.168,1091.168
3529,2021-11-30,Technology,San Diego,United States,BD-11320,Bill Donatelli,CA-2016-130680,1,92024,TEC-PH-10004833,Macally Suction Cup Mount,West,Consumer,WEST,2023-01-05,Standard Class,California,Phones,47.8,0.2,-9.56,No,4,38.24,38.24
8145,2023-09-02,Technology,San Diego,United States,AZ-10750,Annie Zypern,CA-2016-100993,0,92037,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,West,Consumer,WEST,2021-01-12,Standard Class,California,Phones,191.962,0.2,-31.994,No,4,159.968,360.541
5842,2022-11-06,Technology,San Diego,United States,BS-11665,Brian Stugart,CA-2015-126725,1,92105,TEC-PH-10003174,RCA ViSYS 25825 Wireless digital phone,West,Consumer,WEST,2022-02-18,Standard Class,California,Phones,363.972,0.2,51.996,Yes,4,415.968,415.968
6607,2023-01-15,Technology,Santa Ana,United States,SV-20785,Stewart Visinsky,CA-2016-148852,1,92704,TEC-PH-10003885,Cisco SPA508G,West,Consumer,WEST,2021-11-15,Standard Class,California,Phones,187.412,0.2,23.756,Yes,4,211.168,211.168
6644,2023-01-18,Technology,Redmond,United States,WB-21850,William Brown,US-2015-156496,1,97756,TEC-PH-10000576,AT&T 1080 Corded phone,West,Consumer,WEST,2021-11-05,Standard Class,Oregon,Phones,400.011,0.2,38.357,Yes,4,438.368,438.368
1638,2020-12-15,Technology,Tigard,United States,NW-18400,Natalie Webber,CA-2014-168984,0,97224,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,West,Consumer,WEST,2023-09-29,Standard Class,Oregon,Phones,526.003,0.2,-87.667,No,4,438.336,438.336
7711,2023-07-04,Technology,Mesa,United States,JL-15850,John Lucas,US-2015-142811,0,85204,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,West,Consumer,WEST,2021-05-02,Standard Class,Arizona,Phones,54.875,0.2,32.925,Yes,5,87.8,87.8
2549,2021-06-22,Technology,Phoenix,United States,JM-15865,John Murray,US-2015-128090,0,85023,TEC-PH-10002624,Samsung Galaxy S4 Mini,West,Consumer,WEST,2023-06-03,Standard Class,Arizona,Phones,1668.464,0.2,211.496,Yes,5,1879.96,360.541
9672,2023-12-31,Technology,Dublin,United States,KL-16645,Ken Lonsdale,US-2017-140312,0,94568,TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,West,Consumer,WEST,2020-05-02,Standard Class,California,Phones,20.625,0.2,1.375,Yes,5,22.0,360.541
7621,2023-06-22,Technology,Los Angeles,United States,RB-19435,Richard Bierner,US-2014-144078,0,90004,TEC-PH-10001580,Logitech Mobile Speakerphone P710e - speaker phone,West,Consumer,WEST,2021-05-20,Standard Class,California,Phones,492.677,0.2,47.243,Yes,5,539.92,539.92
6338,2022-12-24,Technology,Los Angeles,United States,BG-11740,Bruce Geld,CA-2016-165995,1,90008,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,West,Consumer,WEST,2021-12-16,Standard Class,California,Phones,297.465,0.2,42.495,Yes,5,339.96,339.96
6944,2023-03-23,Technology,Los Angeles,United States,RD-19930,Russell D'Ascenzo,CA-2015-139248,0,90032,TEC-PH-10004094,Motorola L703CM,West,Consumer,WEST,2021-10-04,Standard Class,California,Phones,584.962,0.2,38.998,Yes,5,623.96,623.96
9765,2024-01-03,Technology,Los Angeles,United States,MC-18100,Mick Crebagga,CA-2014-123855,0,90036,TEC-PH-10000215,Plantronics Cordless Phone Headset with In-line Volume - M214C,West,Consumer,WEST,2020-04-16,Standard Class,California,Phones,127.568,0.2,12.232,Yes,5,139.8,139.8
5405,2022-09-24,Technology,Los Angeles,United States,TZ-21580,Tracy Zic,US-2016-143280,1,90045,TEC-PH-10002398,AT&T 1070 Corded Phone,West,Consumer,WEST,2022-05-22,Standard Class,California,Phones,390.215,0.2,55.745,Yes,5,445.96,445.96
1625,2020-12-14,Technology,Los Angeles,United States,JG-15160,James Galang,CA-2015-157084,0,90049,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,West,Consumer,WEST,2023-09-30,Standard Class,California,Phones,591.465,0.2,84.495,Yes,5,675.96,675.96
4105,2022-01-26,Technology,San Diego,United States,JK-15370,Jay Kimmel,US-2017-155999,1,92105,TEC-PH-10000439,GE DSL Phone Line Filter,West,Consumer,WEST,2022-11-17,Standard Class,California,Phones,141.964,0.2,17.996,Yes,5,159.96,159.96
2755,2021-08-02,Technology,San Francisco,United States,GA-14515,George Ashbrook,CA-2015-155306,0,94122,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,West,Consumer,WEST,2023-05-07,Standard Class,California,Phones,715.364,0.2,68.596,Yes,5,783.96,783.96
9198,2023-12-01,Technology,San Jose,United States,GM-14680,Greg Matthias,CA-2014-103310,0,95123,TEC-PH-10001817,Wilson Electronics DB Pro Signal Booster,West,Consumer,WEST,2020-08-19,Standard Class,California,Phones,1306.7,0.2,125.3,Yes,5,1432.0,1432.0
5198,2022-08-17,Technology,Kent,United States,AI-10855,Arianne Irving,CA-2014-159709,1,98031,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",West,Consumer,WEST,2022-06-26,Standard Class,Washington,Phones,39.24,0.2,4.36,Yes,5,43.6,43.6
5381,2022-09-20,Technology,Los Angeles,United States,JM-15580,Jill Matthias,CA-2016-136021,1,90045,TEC-MA-10000423,Texas Instruments TI-34 Scientific Calculator,West,Consumer,WEST,2022-05-28,Standard Class,California,Machines,69.928,0.2,35.624,Yes,6,105.552,1715.958
6011,2022-11-28,Technology,Los Angeles,United States,CL-12565,Clay Ludtke,CA-2015-135580,1,90049,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,West,Consumer,WEST,2022-01-14,Standard Class,California,Machines,2261.847,0.2,286.713,Yes,6,2548.56,2548.56
8105,2023-08-26,Technology,Los Angeles,United States,SB-20185,Sarah Brown,CA-2015-149846,0,90045,TEC-PH-10003645,Aastra 57i VoIP phone,West,Consumer,WEST,2021-01-18,Standard Class,California,Phones,717.548,0.2,58.18,Yes,6,775.728,775.728
9645,2023-12-28,Technology,Glendale,United States,FO-14305,Frank Olsen,US-2017-107979,0,85301,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,West,Consumer,WEST,2020-05-09,Standard Class,Arizona,Accessories,77.232,0.2,12.312,Yes,7,89.544,89.544
2100,2021-03-14,Technology,Portland,United States,RD-19900,Ruben Dartt,CA-2017-124401,0,97206,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,West,Consumer,WEST,2023-08-01,Standard Class,Oregon,Accessories,199.46,0.2,80.484,Yes,7,279.944,279.944
8103,2023-08-24,Technology,Los Angeles,United States,SB-20185,Sarah Brown,CA-2015-149846,0,90045,TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,West,Consumer,WEST,2021-01-18,Standard Class,California,Machines,2638.822,0.2,334.498,Yes,7,2973.32,2973.32
2406,2021-05-22,Technology,Los Angeles,United States,MG-18145,Mike Gockenbach,CA-2017-108574,0,90045,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,West,Consumer,WEST,2023-06-22,Standard Class,California,Phones,157.711,0.2,-28.967,No,7,128.744,128.744
4309,2022-03-31,Technology,Los Angeles,United States,WB-21850,William Brown,CA-2014-125829,1,90045,TEC-PH-10001079,Polycom SoundPoint Pro SE-225 Corded phone,West,Consumer,WEST,2022-10-19,Standard Class,California,Phones,599.71,0.2,66.634,Yes,7,666.344,666.344
5992,2022-11-27,Technology,Los Angeles,United States,ES-14020,Erica Smith,US-2017-163300,1,90049,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,West,Consumer,WEST,2022-01-16,Standard Class,California,Phones,337.209,0.2,32.335,Yes,7,369.544,369.544
4059,2022-01-18,Technology,Oakland,United States,LC-16885,Lena Creighton,CA-2015-124058,1,94601,TEC-PH-10004774,Gear Head AU3700S Headset,West,Consumer,WEST,2022-11-24,Standard Class,California,Phones,88.202,0.2,-15.458,No,7,72.744,72.744
9374,2023-12-12,Technology,Pasadena,United States,CS-11950,Carlos Soltero,CA-2017-102820,0,91104,TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,West,Consumer,WEST,2020-07-16,Standard Class,California,Phones,367.451,0.2,52.493,Yes,7,419.944,419.944
6645,2023-01-18,Technology,Redmond,United States,WB-21850,William Brown,US-2015-156496,1,97756,TEC-PH-10004188,OtterBox Commuter Series Case - Samsung Galaxy S4,West,Consumer,WEST,2021-11-05,Standard Class,Oregon,Phones,171.431,0.2,-31.487,No,7,139.944,139.944
6579,2023-01-12,Technology,Seattle,United States,MW-18220,Mitch Webber,CA-2014-103660,1,98103,TEC-PH-10000895,Polycom VVX 310 VoIP phone,West,Consumer,WEST,2021-11-21,Standard Class,Washington,Phones,932.348,0.2,75.596,Yes,7,1007.944,1007.944
9841,2024-01-10,Technology,Long Beach,United States,DL-12865,Dan Lawera,US-2016-125402,0,90805,TEC-PH-10003356,"SmartStand Mobile Device Holder, Assorted Colors",West,Consumer,WEST,2020-03-30,Standard Class,California,Phones,40.262,0.2,4.474,Yes,8,44.736,44.736
3203,2021-10-14,Technology,San Diego,United States,RD-19900,Ruben Dartt,CA-2014-158372,0,92037,TEC-PH-10002103,Jabra SPEAK 410,West,Consumer,WEST,2023-02-20,Standard Class,California,Phones,541.382,0.2,60.154,Yes,8,601.536,601.536
8244,2023-09-13,Technology,San Francisco,United States,BW-11200,Ben Wallace,CA-2014-109897,0,94122,TEC-PH-10003691,BlackBerry Q10,West,Consumer,WEST,2020-12-31,Standard Class,California,Phones,755.94,0.2,50.396,Yes,8,806.336,360.541
8256,2023-09-14,Technology,Seattle,United States,DK-12895,Dana Kaydos,CA-2017-152310,0,98103,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,West,Consumer,WEST,2020-12-29,Standard Class,Washington,Phones,215.329,0.2,27.295,Yes,8,242.624,242.624
3601,2021-12-06,Technology,Denver,United States,NP-18700,Nora Preis,CA-2017-138310,1,80219,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,West,Consumer,WEST,2022-12-31,Standard Class,Colorado,Accessories,367.139,0.2,64.789,Yes,9,431.928,431.928
7023,2023-04-05,Technology,Denver,United States,AP-10915,Arthur Prichep,CA-2014-124737,0,80219,TEC-PH-10000149,Cisco SPA525G2 IP Phone - Wireless,West,Consumer,WEST,2021-09-21,Standard Class,Colorado,Phones,132.867,0.2,10.773,Yes,9,143.64,143.64
9144,2023-11-28,Technology,Las Vegas,United States,RD-19480,Rick Duston,US-2017-166688,0,89115,TEC-PH-10004094,Motorola L703CM,West,Consumer,WEST,2020-09-02,Standard Class,Nevada,Phones,1052.932,0.2,70.196,Yes,9,1123.128,1123.128
3669,2021-12-13,Technology,Salem,United States,TB-21250,Tim Brockman,CA-2014-129364,1,97301,TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,West,Consumer,WEST,2022-12-26,Standard Class,Oregon,Accessories,122.106,0.2,-18.186,No,10,103.92,103.92
7603,2023-06-20,Technology,Springfield,United States,JA-15970,Joseph Airdo,CA-2014-131947,0,97477,TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",West,Consumer,WEST,2021-05-24,Standard Class,Oregon,Accessories,39.144,0.2,16.776,Yes,10,55.92,55.92
2407,2021-05-22,Technology,Los Angeles,United States,MG-18145,Mike Gockenbach,CA-2017-108574,0,90045,TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",West,Consumer,WEST,2023-06-21,Standard Class,California,Phones,52.947,0.2,26.973,Yes,10,79.92,79.92
7207,2023-04-27,Technology,San Francisco,United States,CM-12115,Chad McGuire,CA-2017-137414,0,94109,TEC-MA-10002930,Ricoh - Ink Collector Unit for GX3000 Series Printers,West,Consumer,WEST,2021-08-11,Standard Class,California,Machines,336.858,0.2,32.301,Yes,11,369.16,369.16
7601,2023-06-20,Technology,Springfield,United States,JA-15970,Joseph Airdo,CA-2014-131947,0,97477,TEC-MA-10004086,Plantronics Single Ear Headset,West,Consumer,WEST,2021-05-24,Standard Class,Oregon,Machines,51.87,0.7,-21.945,No,5,29.925,29.925
8151,2023-09-03,Furniture,Rapid City,United States,CA-11965,Carol Adams,CA-2014-167997,0,57701,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Central,Corporate,CENTRAL,2021-01-12,First Class,South Dakota,Bookcases,102.211,0.0,39.749,Yes,2,141.96,141.96
8977,2023-11-13,Furniture,Dallas,United States,JP-15460,Jennifer Patt,CA-2017-156622,0,75220,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",Central,Corporate,CENTRAL,2020-10-04,First Class,Texas,Tables,158.818,0.3,-31.034,No,1,127.785,127.785
2306,2021-05-04,Furniture,Chicago,United States,BP-11185,Ben Peterman,CA-2016-115574,0,60623,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Central,Corporate,CENTRAL,2023-07-06,First Class,Illinois,Bookcases,155.509,0.3,-14.137,No,2,141.372,512.819
6654,2023-01-19,Furniture,Arlington,United States,BF-11020,Barry Französisch,US-2017-124779,1,76017,FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Central,Corporate,CENTRAL,2021-11-04,First Class,Texas,Chairs,253.067,0.3,-39.637,No,5,213.43,543.726
8777,2023-10-24,Furniture,Huntsville,United States,EA-14035,Erin Ashbrook,CA-2016-102813,0,77340,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Central,Corporate,CENTRAL,2020-10-25,First Class,Texas,Chairs,528.43,0.3,0.0,Yes,5,528.43,528.43
3757,2021-12-21,Furniture,Odessa,United States,JG-15310,Jason Gross,CA-2016-116799,1,79762,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Central,Corporate,CENTRAL,2022-12-19,First Class,Texas,Chairs,619.773,0.3,-56.343,No,5,563.43,543.726
1464,2020-11-27,Furniture,Pasadena,United States,LC-16930,Linda Cazamias,CA-2016-152289,0,77506,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Central,Corporate,CENTRAL,2023-10-10,First Class,Texas,Chairs,1053.994,0.3,-29.278,No,6,1024.716,1024.716
3615,2021-12-08,Furniture,San Antonio,United States,SC-20770,Stewart Carmichael,CA-2017-112529,1,78207,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Central,Corporate,CENTRAL,2022-12-30,First Class,Texas,Tables,789.928,0.3,-71.812,No,6,718.116,718.116
3513,2021-11-30,Furniture,Chicago,United States,HW-14935,Helen Wasserman,CA-2017-140326,1,60653,FUR-BO-10000112,"Bush Birmingham Collection Bookcase, Dark Cherry",Central,Corporate,CENTRAL,2023-01-05,First Class,Illinois,Bookcases,943.056,0.3,-117.882,No,9,825.174,825.174
8782,2023-10-24,Furniture,Houston,United States,CM-12715,Craig Molinari,CA-2015-133585,0,77070,FUR-BO-10001811,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Central,Corporate,CENTRAL,2020-10-25,First Class,Texas,Bookcases,1264.116,0.32,-36.118,No,6,1227.998,1227.998
6652,2023-01-19,Furniture,Arlington,United States,BF-11020,Barry Französisch,US-2017-124779,1,76017,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Central,Corporate,CENTRAL,2021-11-04,First Class,Texas,Furnishings,32.835,0.6,-11.651,No,2,21.184,21.184
7550,2023-06-11,Furniture,Houston,United States,EM-13825,Elizabeth Moffitt,CA-2016-136595,0,77036,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Central,Corporate,CENTRAL,2021-06-03,First Class,Texas,Furnishings,32.866,0.6,-11.662,No,3,21.204,21.204
1419,2020-11-24,Furniture,Houston,United States,SV-20815,Stuart Van,CA-2015-126697,0,77041,FUR-FU-10001706,Longer-Life Soft White Bulbs,Central,Corporate,CENTRAL,2023-10-14,First Class,Texas,Furnishings,6.406,0.6,-1.478,No,4,4.928,4.928
7331,2023-05-16,Furniture,Chicago,United States,SP-20650,Stephanie Phelps,CA-2016-149349,0,60623,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Central,Corporate,CENTRAL,2021-07-19,First Class,Illinois,Furnishings,31.284,0.6,-8.532,No,6,22.752,91.716
3403,2021-11-14,Furniture,Tinley Park,United States,LA-16780,Laura Armstrong,CA-2015-129700,1,60477,FUR-FU-10001940,Staple-based wall hangings,Central,Corporate,CENTRAL,2023-01-18,First Class,Illinois,Furnishings,31.203,0.6,-8.915,No,7,22.288,91.716
4185,2022-02-23,Furniture,Franklin,United States,AG-10300,Aleksandra Gannaway,CA-2016-143749,1,2038,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,East,Corporate,EAST,2022-11-04,First Class,Massachusetts,Bookcases,61.455,0.0,20.485,Yes,1,81.94,81.94
6463,2023-01-02,Furniture,Baltimore,United States,AJ-10780,Anthony Jacobs,US-2017-133361,1,21215,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",East,Corporate,EAST,2021-12-05,First Class,Maryland,Chairs,238.384,0.0,23.576,Yes,2,261.96,261.96
5735,2022-10-19,Furniture,Milford,United States,DR-12880,Dan Reichenbach,CA-2017-143574,1,6460,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",East,Corporate,EAST,2022-03-21,First Class,Connecticut,Furnishings,16.606,0.0,8.554,Yes,2,25.16,25.16
3133,2021-10-09,Furniture,Oceanside,United States,JP-15460,Jennifer Patt,CA-2014-107916,0,11572,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,East,Corporate,EAST,2023-03-07,First Class,New York,Furnishings,6.906,0.0,6.374,Yes,2,13.28,13.28
